,Name,Congress,State,Start_Date,End_Date,Party,Since_Year,End_Year,Previously_Rep?
472,Jim Cooper,rep,TN,1991-01-03,1993-01-03,Democrat,1991,1993,Y
473,Jim Cooper,rep,TN,1993-01-05,1995-01-03,Democrat,1993,1995,Y
474,Jim Cooper,rep,TN,2003-01-07,2005-01-03,Democrat,2003,2005,Y
475,Jim Cooper,rep,TN,2005-01-04,2007-01-03,Democrat,2005,2007,Y
476,Jim Cooper,rep,TN,2007-01-04,2009-01-03,Democrat,2007,2009,Y
477,Jim Cooper,rep,TN,2009-01-06,2011-01-03,Democrat,2009,2011,Y
478,Jim Cooper,rep,TN,2011-01-05,2013-01-03,Democrat,2011,2013,Y
479,Jim Cooper,rep,TN,2013-01-03,2015-01-03,Democrat,2013,2015,Y
480,Jim Cooper,rep,TN,2015-01-06,2017-01-03,Democrat,2015,2017,Y
481,Jim Cooper,rep,TN,2017-01-03,2019-01-03,Democrat,2017,2019,Y
482,Jim Cooper,rep,TN,2019-01-03,2021-01-03,Democrat,2019,2021,Y
483,Jim Cooper,rep,TN,2021-01-03,2023-01-03,Democrat,2021,2023,Y
484,Jim Costa,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
485,Jim Costa,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
486,Jim Costa,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
487,Jim Costa,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
488,Jim Costa,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
489,Jim Costa,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
490,Jim Costa,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
491,Jim Costa,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
492,Jim Costa,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
493,Joe Courtney,rep,CT,2007-01-04,2009-01-03,Democrat,2007,2009,Y
494,Joe Courtney,rep,CT,2009-01-06,2011-01-03,Democrat,2009,2011,Y
495,Joe Courtney,rep,CT,2011-01-05,2013-01-03,Democrat,2011,2013,Y
496,Joe Courtney,rep,CT,2013-01-03,2015-01-03,Democrat,2013,2015,Y
497,Joe Courtney,rep,CT,2015-01-06,2017-01-03,Democrat,2015,2017,Y
498,Joe Courtney,rep,CT,2017-01-03,2019-01-03,Democrat,2017,2019,Y
499,Joe Courtney,rep,CT,2019-01-03,2021-01-03,Democrat,2019,2021,Y
500,Joe Courtney,rep,CT,2021-01-03,2023-01-03,Democrat,2021,2023,Y
501,Mike Crapo,rep,ID,1993-01-05,1995-01-03,Republican,1993,1995,Y
502,Mike Crapo,rep,ID,1995-01-04,1997-01-03,Republican,1995,1997,Y
503,Mike Crapo,rep,ID,1997-01-07,1999-01-03,Republican,1997,1999,Y
504,Mike Crapo,sen,ID,1999-01-06,2005-01-03,Republican,1999,2005,Y
505,Mike Crapo,sen,ID,2005-01-04,2011-01-03,Republican,2005,2011,Y
506,Mike Crapo,sen,ID,2011-01-05,2017-01-03,Republican,2011,2017,Y
507,Mike Crapo,sen,ID,2017-01-03,2023-01-03,Republican,2017,2023,Y
508,"Eric A. ""Rick"" Crawford",rep,AR,2011-01-05,2013-01-03,Republican,2011,2013,Y
509,"Eric A. ""Rick"" Crawford",rep,AR,2013-01-03,2015-01-03,Republican,2013,2015,Y
510,"Eric A. ""Rick"" Crawford",rep,AR,2015-01-06,2017-01-03,Republican,2015,2017,Y
511,"Eric A. ""Rick"" Crawford",rep,AR,2017-01-03,2019-01-03,Republican,2017,2019,Y
512,"Eric A. ""Rick"" Crawford",rep,AR,2019-01-03,2021-01-03,Republican,2019,2021,Y
513,"Eric A. ""Rick"" Crawford",rep,AR,2021-01-03,2023-01-03,Republican,2021,2023,Y
514,Henry Cuellar,rep,TX,2005-01-04,2007-01-03,Democrat,2005,2007,Y
515,Henry Cuellar,rep,TX,2007-01-04,2009-01-03,Democrat,2007,2009,Y
516,Henry Cuellar,rep,TX,2009-01-06,2011-01-03,Democrat,2009,2011,Y
517,Henry Cuellar,rep,TX,2011-01-05,2013-01-03,Democrat,2011,2013,Y
518,Henry Cuellar,rep,TX,2013-01-03,2015-01-03,Democrat,2013,2015,Y
519,Henry Cuellar,rep,TX,2015-01-06,2017-01-03,Democrat,2015,2017,Y
520,Henry Cuellar,rep,TX,2017-01-03,2019-01-03,Democrat,2017,2019,Y
521,Henry Cuellar,rep,TX,2019-01-03,2021-01-03,Democrat,2019,2021,Y
522,Henry Cuellar,rep,TX,2021-01-03,2023-01-03,Democrat,2021,2023,Y
523,Danny K. Davis,rep,IL,1997-01-07,1999-01-03,Democrat,1997,1999,Y
524,Danny K. Davis,rep,IL,1999-01-06,2001-01-03,Democrat,1999,2001,Y
525,Danny K. Davis,rep,IL,2001-01-03,2003-01-03,Democrat,2001,2003,Y
526,Danny K. Davis,rep,IL,2003-01-07,2005-01-03,Democrat,2003,2005,Y
527,Danny K. Davis,rep,IL,2005-01-04,2007-01-03,Democrat,2005,2007,Y
528,Danny K. Davis,rep,IL,2007-01-04,2009-01-03,Democrat,2007,2009,Y
529,Danny K. Davis,rep,IL,2009-01-06,2011-01-03,Democrat,2009,2011,Y
530,Danny K. Davis,rep,IL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
531,Danny K. Davis,rep,IL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
532,Danny K. Davis,rep,IL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
533,Danny K. Davis,rep,IL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
534,Danny K. Davis,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
535,Danny K. Davis,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
536,Peter A. DeFazio,rep,OR,1987-01-06,1989-01-03,Democrat,1987,1989,Y
537,Peter A. DeFazio,rep,OR,1989-01-03,1991-01-03,Democrat,1989,1991,Y
538,Peter A. DeFazio,rep,OR,1991-01-03,1993-01-03,Democrat,1991,1993,Y
539,Peter A. DeFazio,rep,OR,1993-01-05,1995-01-03,Democrat,1993,1995,Y
540,Peter A. DeFazio,rep,OR,1995-01-04,1997-01-03,Democrat,1995,1997,Y
541,Peter A. DeFazio,rep,OR,1997-01-07,1999-01-03,Democrat,1997,1999,Y
542,Peter A. DeFazio,rep,OR,1999-01-06,2001-01-03,Democrat,1999,2001,Y
543,Peter A. DeFazio,rep,OR,2001-01-03,2003-01-03,Democrat,2001,2003,Y
544,Peter A. DeFazio,rep,OR,2003-01-07,2005-01-03,Democrat,2003,2005,Y
545,Peter A. DeFazio,rep,OR,2005-01-04,2007-01-03,Democrat,2005,2007,Y
546,Peter A. DeFazio,rep,OR,2007-01-04,2009-01-03,Democrat,2007,2009,Y
547,Peter A. DeFazio,rep,OR,2009-01-06,2011-01-03,Democrat,2009,2011,Y
548,Peter A. DeFazio,rep,OR,2011-01-05,2013-01-03,Democrat,2011,2013,Y
549,Peter A. DeFazio,rep,OR,2013-01-03,2015-01-03,Democrat,2013,2015,Y
550,Peter A. DeFazio,rep,OR,2015-01-06,2017-01-03,Democrat,2015,2017,Y
551,Peter A. DeFazio,rep,OR,2017-01-03,2019-01-03,Democrat,2017,2019,Y
552,Peter A. DeFazio,rep,OR,2019-01-03,2021-01-03,Democrat,2019,2021,Y
553,Peter A. DeFazio,rep,OR,2021-01-03,2023-01-03,Democrat,2021,2023,Y
554,Diana DeGette,rep,CO,1997-01-07,1999-01-03,Democrat,1997,1999,Y
555,Diana DeGette,rep,CO,1999-01-06,2001-01-03,Democrat,1999,2001,Y
556,Diana DeGette,rep,CO,2001-01-03,2003-01-03,Democrat,2001,2003,Y
557,Diana DeGette,rep,CO,2003-01-07,2005-01-03,Democrat,2003,2005,Y
558,Diana DeGette,rep,CO,2005-01-04,2007-01-03,Democrat,2005,2007,Y
559,Diana DeGette,rep,CO,2007-01-04,2009-01-03,Democrat,2007,2009,Y
560,Diana DeGette,rep,CO,2009-01-06,2011-01-03,Democrat,2009,2011,Y
561,Diana DeGette,rep,CO,2011-01-05,2013-01-03,Democrat,2011,2013,Y
562,Diana DeGette,rep,CO,2013-01-03,2015-01-03,Democrat,2013,2015,Y
563,Diana DeGette,rep,CO,2015-01-06,2017-01-03,Democrat,2015,2017,Y
564,Diana DeGette,rep,CO,2017-01-03,2019-01-03,Democrat,2017,2019,Y
565,Diana DeGette,rep,CO,2019-01-03,2021-01-03,Democrat,2019,2021,Y
566,Diana DeGette,rep,CO,2021-01-03,2023-01-03,Democrat,2021,2023,Y
567,Rosa L. DeLauro,rep,CT,1991-01-03,1993-01-03,Democrat,1991,1993,Y
568,Rosa L. DeLauro,rep,CT,1993-01-05,1995-01-03,Democrat,1993,1995,Y
569,Rosa L. DeLauro,rep,CT,1995-01-04,1997-01-03,Democrat,1995,1997,Y
570,Rosa L. DeLauro,rep,CT,1997-01-07,1999-01-03,Democrat,1997,1999,Y
571,Rosa L. DeLauro,rep,CT,1999-01-06,2001-01-03,Democrat,1999,2001,Y
572,Rosa L. DeLauro,rep,CT,2001-01-03,2003-01-03,Democrat,2001,2003,Y
573,Rosa L. DeLauro,rep,CT,2003-01-07,2005-01-03,Democrat,2003,2005,Y
574,Rosa L. DeLauro,rep,CT,2005-01-04,2007-01-03,Democrat,2005,2007,Y
575,Rosa L. DeLauro,rep,CT,2007-01-04,2009-01-03,Democrat,2007,2009,Y
576,Rosa L. DeLauro,rep,CT,2009-01-06,2011-01-03,Democrat,2009,2011,Y
577,Rosa L. DeLauro,rep,CT,2011-01-05,2013-01-03,Democrat,2011,2013,Y
578,Rosa L. DeLauro,rep,CT,2013-01-03,2015-01-03,Democrat,2013,2015,Y
579,Rosa L. DeLauro,rep,CT,2015-01-06,2017-01-03,Democrat,2015,2017,Y
580,Rosa L. DeLauro,rep,CT,2017-01-03,2019-01-03,Democrat,2017,2019,Y
581,Rosa L. DeLauro,rep,CT,2019-01-03,2021-01-03,Democrat,2019,2021,Y
582,Rosa L. DeLauro,rep,CT,2021-01-03,2023-01-03,Democrat,2021,2023,Y
583,Scott DesJarlais,rep,TN,2011-01-05,2013-01-03,Republican,2011,2013,Y
584,Scott DesJarlais,rep,TN,2013-01-03,2015-01-03,Republican,2013,2015,Y
585,Scott DesJarlais,rep,TN,2015-01-06,2017-01-03,Republican,2015,2017,Y
586,Scott DesJarlais,rep,TN,2017-01-03,2019-01-03,Republican,2017,2019,Y
587,Scott DesJarlais,rep,TN,2019-01-03,2021-01-03,Republican,2019,2021,Y
588,Scott DesJarlais,rep,TN,2021-01-03,2023-01-03,Republican,2021,2023,Y
589,Theodore E. Deutch,rep,FL,2010-04-15,2011-01-03,Democrat,2010,2011,Y
590,Theodore E. Deutch,rep,FL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
591,Theodore E. Deutch,rep,FL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
592,Theodore E. Deutch,rep,FL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
593,Theodore E. Deutch,rep,FL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
594,Theodore E. Deutch,rep,FL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
595,Theodore E. Deutch,rep,FL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
596,Mario Diaz-Balart,rep,FL,2003-01-07,2005-01-03,Republican,2003,2005,Y
597,Mario Diaz-Balart,rep,FL,2005-01-04,2007-01-03,Republican,2005,2007,Y
598,Mario Diaz-Balart,rep,FL,2007-01-04,2009-01-03,Republican,2007,2009,Y
599,Mario Diaz-Balart,rep,FL,2009-01-06,2011-01-03,Republican,2009,2011,Y
600,Mario Diaz-Balart,rep,FL,2011-01-05,2013-01-03,Republican,2011,2013,Y
601,Mario Diaz-Balart,rep,FL,2013-01-03,2015-01-03,Republican,2013,2015,Y
602,Mario Diaz-Balart,rep,FL,2015-01-06,2017-01-03,Republican,2015,2017,Y
603,Mario Diaz-Balart,rep,FL,2017-01-03,2019-01-03,Republican,2017,2019,Y
604,Mario Diaz-Balart,rep,FL,2019-01-03,2021-01-03,Republican,2019,2021,Y
605,Mario Diaz-Balart,rep,FL,2021-01-03,2023-01-03,Republican,2021,2023,Y
606,Lloyd Doggett,rep,TX,1995-01-04,1997-01-03,Democrat,1995,1997,Y
607,Lloyd Doggett,rep,TX,1997-01-07,1999-01-03,Democrat,1997,1999,Y
608,Lloyd Doggett,rep,TX,1999-01-06,2001-01-03,Democrat,1999,2001,Y
609,Lloyd Doggett,rep,TX,2001-01-03,2003-01-03,Democrat,2001,2003,Y
610,Lloyd Doggett,rep,TX,2003-01-07,2005-01-03,Democrat,2003,2005,Y
611,Lloyd Doggett,rep,TX,2005-01-04,2007-01-03,Democrat,2005,2007,Y
612,Lloyd Doggett,rep,TX,2007-01-04,2009-01-03,Democrat,2007,2009,Y
613,Lloyd Doggett,rep,TX,2009-01-06,2011-01-03,Democrat,2009,2011,Y
614,Lloyd Doggett,rep,TX,2011-01-05,2013-01-03,Democrat,2011,2013,Y
615,Lloyd Doggett,rep,TX,2013-01-03,2015-01-03,Democrat,2013,2015,Y
616,Lloyd Doggett,rep,TX,2015-01-06,2017-01-03,Democrat,2015,2017,Y
617,Lloyd Doggett,rep,TX,2017-01-03,2019-01-03,Democrat,2017,2019,Y
618,Lloyd Doggett,rep,TX,2019-01-03,2021-01-03,Democrat,2019,2021,Y
619,Lloyd Doggett,rep,TX,2021-01-03,2023-01-03,Democrat,2021,2023,Y
620,Michael F. Doyle,rep,PA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
621,Michael F. Doyle,rep,PA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
622,Michael F. Doyle,rep,PA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
623,Michael F. Doyle,rep,PA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
624,Michael F. Doyle,rep,PA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
625,Michael F. Doyle,rep,PA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
626,Michael F. Doyle,rep,PA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
627,Michael F. Doyle,rep,PA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
628,Michael F. Doyle,rep,PA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
629,Michael F. Doyle,rep,PA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
630,Michael F. Doyle,rep,PA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
631,Michael F. Doyle,rep,PA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
632,Michael F. Doyle,rep,PA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
633,Michael F. Doyle,rep,PA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
634,Jeff Duncan,rep,SC,2011-01-05,2013-01-03,Republican,2011,2013,Y
635,Jeff Duncan,rep,SC,2013-01-03,2015-01-03,Republican,2013,2015,Y
636,Jeff Duncan,rep,SC,2015-01-06,2017-01-03,Republican,2015,2017,Y
637,Jeff Duncan,rep,SC,2017-01-03,2019-01-03,Republican,2017,2019,Y
638,Jeff Duncan,rep,SC,2019-01-03,2021-01-03,Republican,2019,2021,Y
639,Jeff Duncan,rep,SC,2021-01-03,2023-01-03,Republican,2021,2023,Y
640,Anna G. Eshoo,rep,CA,1993-01-05,1995-01-03,Democrat,1993,1995,Y
641,Anna G. Eshoo,rep,CA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
